Utterance,Expected,Predicted,Syntax_OK,Region_OK,Full_OK
road_car5 only after road_car1,(Response road_car1 road_car5),(Precedence road_car1 road_car5),1,1,0
"After visiting road_car1, eventually reach road_car5",(Response road_car1 road_car5),(Response road_car1 road_car5),1,1,1
"If road_car1 happens, road_car5 must follow",(Response road_car1 road_car5),(Response road_car1 road_car5),1,1,1
"If you visit road_car1, then you must also reach road_car5",(RespondedExistence road_car1 road_car5),(RespondedExistence road_car1 road_car5),1,1,1
Visiting road_car1 implies eventually visiting road_car5,(RespondedExistence road_car1 road_car5),(Response road_car1 road_car5),1,1,0
"Whenever road_car1 happens, road_car5 must also occur",(RespondedExistence road_car1 road_car5),(RespondedExistence road_car1 road_car5),1,1,1
Stay in road_car1 until reaching road_car5,(Until road_car1 road_car5),(Until road_car1 road_car5),1,1,1
road_car1 must hold true until road_car5 occurs,(Until road_car1 road_car5),(Until road_car1 road_car5),1,1,1
Remain in road_car1 and stop only when road_car5 happens,(Until road_car1 road_car5),(Until road_car1 road_car5),1,1,1
Visit road_car1 or road_car5,(Or road_car1 road_car5),(Or road_car1 road_car5),1,1,1
Either road_car1 or road_car5 must be reached,(Or road_car1 road_car5),(Or road_car1 road_car5),1,1,1
At least one of road_car1 or road_car5 must occur,(Or road_car1 road_car5),(Or road_car1 road_car5),1,1,1
Visit road_car1 and road_car5,(And road_car1 road_car5),(And road_car1 road_car5),1,1,1
Both road_car1 and road_car5 must be reached,(And road_car1 road_car5),(And road_car1 road_car5),1,1,1
You must eventually visit both road_car1 and road_car5,(And road_car1 road_car5),ERROR,1,0,0
"Stay in road_car1 unless road_car5 happens, otherwise remain in road_car1 forever",(WeakUntil road_car1 road_car5),(WeakUntil road_car1 road_car5),1,1,1
"road_car1 must hold until road_car5, or forever if road_car5 never occurs",(WeakUntil road_car1 road_car5),(WeakUntil road_car1 road_car5),1,1,1
"Continue in road_car1 until road_car5 happens, or stay in road_car1 always if road_car5 never does",(WeakUntil road_car1 road_car5),(WeakUntil road_car1 road_car5),1,1,1
Visit road_car1 before related_conflict_car5,(Precedence road_car1 related_conflict_car5),(Precedence road_car1 related_conflict_car5),1,1,1
related_conflict_car5 can only occur after road_car1,(Precedence road_car1 related_conflict_car5),(Precedence road_car1 related_conflict_car5),1,1,1
"You must reach road_car1 first, then related_conflict_car5",(Precedence road_car1 related_conflict_car5),(Response road_car1 related_conflict_car5),1,1,0
related_conflict_car5 only after road_car1,(Response road_car1 related_conflict_car5),(Response road_car1 related_conflict_car5),1,1,1
"After visiting road_car1, eventually reach related_conflict_car5",(Response road_car1 related_conflict_car5),(Response road_car1 related_conflict_car5),1,1,1
"If road_car1 happens, related_conflict_car5 must follow",(Response road_car1 related_conflict_car5),(Response road_car1 related_conflict_car5),1,1,1
"If you visit road_car1, then you must also reach related_conflict_car5",(RespondedExistence road_car1 related_conflict_car5),(RespondedExistence road_car1 related_conflict_car5),1,1,1
Visiting road_car1 implies eventually visiting related_conflict_car5,(RespondedExistence road_car1 related_conflict_car5),(Response road_car1 related_conflict_car5),1,1,0
"Whenever road_car1 happens, related_conflict_car5 must also occur",(RespondedExistence road_car1 related_conflict_car5),(RespondedExistence road_car1 related_conflict_car5),1,1,1
Stay in road_car1 until reaching related_conflict_car5,(Until road_car1 related_conflict_car5),(Until road_car1 related_conflict_car5),1,1,1
road_car1 must hold true until related_conflict_car5 occurs,(Until road_car1 related_conflict_car5),(Until road_car1 related_conflict_car5),1,1,1
Remain in road_car1 and stop only when related_conflict_car5 happens,(Until road_car1 related_conflict_car5),(WeakUntil road_car1 related_conflict_car5),1,1,0
Visit road_car1 or related_conflict_car5,(Or road_car1 related_conflict_car5),(Or road_car1 related_conflict_car5),1,1,1
Either road_car1 or related_conflict_car5 must be reached,(Or road_car1 related_conflict_car5),(Or road_car1 related_conflict_car5),1,1,1
At least one of road_car1 or related_conflict_car5 must occur,(Or road_car1 related_conflict_car5),(Or road_car1 related_conflict_car5),1,1,1
Visit road_car1 and related_conflict_car5,(And road_car1 related_conflict_car5),(And road_car1 related_conflict_car5),1,1,1
Both road_car1 and related_conflict_car5 must be reached,(And road_car1 related_conflict_car5),(And road_car1 related_conflict_car5),1,1,1
You must eventually visit both road_car1 and related_conflict_car5,(And road_car1 related_conflict_car5),ERROR,1,0,0
"Stay in road_car1 unless related_conflict_car5 happens, otherwise remain in road_car1 forever",(WeakUntil road_car1 related_conflict_car5),(WeakUntil road_car1 related_conflict_car5),1,1,1
"road_car1 must hold until related_conflict_car5, or forever if related_conflict_car5 never occurs",(WeakUntil road_car1 related_conflict_car5),(WeakUntil road_car1 related_conflict_car5),1,1,1
"Continue in road_car1 until related_conflict_car5 happens, or stay in road_car1 always if related_conflict_car5 never does",(WeakUntil road_car1 related_conflict_car5),(WeakUntil road_car1 related_conflict_car5),1,1,1
Visit conflict_car2 before exit,(Precedence conflict_car2 exit),(Precedence conflict_car2 exit),1,1,1
exit can only occur after conflict_car2,(Precedence conflict_car2 exit),(Precedence conflict_car2 exit),1,1,1
"You must reach conflict_car2 first, then exit",(Precedence conflict_car2 exit),(Precedence conflict_car2 exit),1,1,1
exit only after conflict_car2,(Response conflict_car2 exit),(Response conflict_car2 exit),1,1,1
"After visiting conflict_car2, eventually reach exit",(Response conflict_car2 exit),(Response conflict_car2 exit),1,1,1
"If conflict_car2 happens, exit must follow",(Response conflict_car2 exit),(Response conflict_car2 exit),1,1,1
"If you visit conflict_car2, then you must also reach exit",(RespondedExistence conflict_car2 exit),(RespondedExistence conflict_car2 exit),1,1,1
Visiting conflict_car2 implies eventually visiting exit,(RespondedExistence conflict_car2 exit),(Response conflict_car2 exit),1,1,0
"Whenever conflict_car2 happens, exit must also occur",(RespondedExistence conflict_car2 exit),(RespondedExistence conflict_car2 exit),1,1,1
Stay in conflict_car2 until reaching exit,(Until conflict_car2 exit),(Until conflict_car2 exit),1,1,1
conflict_car2 must hold true until exit occurs,(Until conflict_car2 exit),(Until conflict_car2 exit),1,1,1
Remain in conflict_car2 and stop only when exit happens,(Until conflict_car2 exit),(Until conflict_car2 exit),1,1,1
Visit conflict_car2 or exit,(Or conflict_car2 exit),(Or conflict_car2 exit),1,1,1
Either conflict_car2 or exit must be reached,(Or conflict_car2 exit),(Or conflict_car2 exit),1,1,1
At least one of conflict_car2 or exit must occur,(Or conflict_car2 exit),(Or conflict_car2 exit),1,1,1
Visit conflict_car2 and exit,(And conflict_car2 exit),(And conflict_car2 exit),1,1,1
Both conflict_car2 and exit must be reached,(And conflict_car2 exit),(And conflict_car2 exit),1,1,1
You must eventually visit both conflict_car2 and exit,(And conflict_car2 exit),ERROR,1,0,0
"Stay in conflict_car2 unless exit happens, otherwise remain in conflict_car2 forever",(WeakUntil conflict_car2 exit),(WeakUntil conflict_car2 exit),1,1,1
"conflict_car2 must hold until exit, or forever if exit never occurs",(WeakUntil conflict_car2 exit),(WeakUntil conflict_car2 exit),1,1,1
"Continue in conflict_car2 until exit happens, or stay in conflict_car2 always if exit never does",(WeakUntil conflict_car2 exit),(WeakUntil conflict_car2 exit),1,1,1
Visit conflict_car2 before road_car1,(Precedence conflict_car2 road_car1),(Precedence conflict_car2 road_car1),1,1,1
road_car1 can only occur after conflict_car2,(Precedence conflict_car2 road_car1),(Precedence conflict_car2 road_car1),1,1,1
"You must reach conflict_car2 first, then road_car1",(Precedence conflict_car2 road_car1),(Precedence conflict_car2 road_car1),1,1,1
road_car1 only after conflict_car2,(Response conflict_car2 road_car1),(Response conflict_car2 road_car1),1,1,1
"After visiting conflict_car2, eventually reach road_car1",(Response conflict_car2 road_car1),(Response conflict_car2 road_car1),1,1,1
"If conflict_car2 happens, road_car1 must follow",(Response conflict_car2 road_car1),(Response conflict_car2 road_car1),1,1,1
"If you visit conflict_car2, then you must also reach road_car1",(RespondedExistence conflict_car2 road_car1),(RespondedExistence conflict_car2 road_car1),1,1,1
Visiting conflict_car2 implies eventually visiting road_car1,(RespondedExistence conflict_car2 road_car1),(Response conflict_car2 road_car1),1,1,0
"Whenever conflict_car2 happens, road_car1 must also occur",(RespondedExistence conflict_car2 road_car1),(RespondedExistence conflict_car2 road_car1),1,1,1
Stay in conflict_car2 until reaching road_car1,(Until conflict_car2 road_car1),(Until conflict_car2 road_car1),1,1,1
conflict_car2 must hold true until road_car1 occurs,(Until conflict_car2 road_car1),(Until conflict_car2 road_car1),1,1,1
Remain in conflict_car2 and stop only when road_car1 happens,(Until conflict_car2 road_car1),(Until conflict_car2 road_car1),1,1,1
Visit conflict_car2 or road_car1,(Or conflict_car2 road_car1),(Or conflict_car2 road_car1),1,1,1
Either conflict_car2 or road_car1 must be reached,(Or conflict_car2 road_car1),(Or conflict_car2 road_car1),1,1,1
At least one of conflict_car2 or road_car1 must occur,(Or conflict_car2 road_car1),(Or conflict_car2 road_car1),1,1,1
Visit conflict_car2 and road_car1,(And conflict_car2 road_car1),(And conflict_car2 road_car1),1,1,1
Both conflict_car2 and road_car1 must be reached,(And conflict_car2 road_car1),(And conflict_car2 road_car1),1,1,1
You must eventually visit both conflict_car2 and road_car1,(And conflict_car2 road_car1),ERROR,1,0,0
"Stay in conflict_car2 unless road_car1 happens, otherwise remain in conflict_car2 forever",(WeakUntil conflict_car2 road_car1),(WeakUntil conflict_car2 road_car1),1,1,1
"conflict_car2 must hold until road_car1, or forever if road_car1 never occurs",(WeakUntil conflict_car2 road_car1),(WeakUntil conflict_car2 road_car1),1,1,1
"Continue in conflict_car2 until road_car1 happens, or stay in conflict_car2 always if road_car1 never does",(WeakUntil conflict_car2 road_car1),(WeakUntil conflict_car2 road_car1),1,1,1
Visit conflict_car2 before road_car2,(Precedence conflict_car2 road_car2),(Precedence conflict_car2 road_car2),1,1,1
road_car2 can only occur after conflict_car2,(Precedence conflict_car2 road_car2),(Precedence conflict_car2 road_car2),1,1,1
"You must reach conflict_car2 first, then road_car2",(Precedence conflict_car2 road_car2),(Precedence conflict_car2 road_car2),1,1,1
road_car2 only after conflict_car2,(Response conflict_car2 road_car2),(Precedence conflict_car2 road_car2),1,1,0
"After visiting conflict_car2, eventually reach road_car2",(Response conflict_car2 road_car2),(Response conflict_car2 road_car2),1,1,1
"If conflict_car2 happens, road_car2 must follow",(Response conflict_car2 road_car2),(Response conflict_car2 road_car2),1,1,1
"If you visit conflict_car2, then you must also reach road_car2",(RespondedExistence conflict_car2 road_car2),(RespondedExistence conflict_car2 road_car2),1,1,1
Visiting conflict_car2 implies eventually visiting road_car2,(RespondedExistence conflict_car2 road_car2),(Response conflict_car2 road_car2),1,1,0
"Whenever conflict_car2 happens, road_car2 must also occur",(RespondedExistence conflict_car2 road_car2),(RespondedExistence conflict_car2 road_car2),1,1,1
Stay in conflict_car2 until reaching road_car2,(Until conflict_car2 road_car2),(Until conflict_car2 road_car2),1,1,1
conflict_car2 must hold true until road_car2 occurs,(Until conflict_car2 road_car2),(Until conflict_car2 road_car2),1,1,1
Remain in conflict_car2 and stop only when road_car2 happens,(Until conflict_car2 road_car2),(Until conflict_car2 road_car2),1,1,1
Visit conflict_car2 or road_car2,(Or conflict_car2 road_car2),(Or conflict_car2 road_car2),1,1,1
Either conflict_car2 or road_car2 must be reached,(Or conflict_car2 road_car2),(Or conflict_car2 road_car2),1,1,1
At least one of conflict_car2 or road_car2 must occur,(Or conflict_car2 road_car2),(Or conflict_car2 road_car2),1,1,1
Visit conflict_car2 and road_car2,(And conflict_car2 road_car2),(And conflict_car2 road_car2),1,1,1
Both conflict_car2 and road_car2 must be reached,(And conflict_car2 road_car2),(And conflict_car2 road_car2),1,1,1
You must eventually visit both conflict_car2 and road_car2,(And conflict_car2 road_car2),ERROR,1,0,0
"Stay in conflict_car2 unless road_car2 happens, otherwise remain in conflict_car2 forever",(WeakUntil conflict_car2 road_car2),(WeakUntil conflict_car2 road_car2),1,1,1
"conflict_car2 must hold until road_car2, or forever if road_car2 never occurs",(WeakUntil conflict_car2 road_car2),(WeakUntil conflict_car2 road_car2),1,1,1
"Continue in conflict_car2 until road_car2 happens, or stay in conflict_car2 always if road_car2 never does",(WeakUntil conflict_car2 road_car2),(WeakUntil conflict_car2 road_car2),1,1,1
Visit conflict_car2 before related_conflict_car2,(Precedence conflict_car2 related_conflict_car2),(Precedence conflict_car2 related_conflict_car2),1,1,1
related_conflict_car2 can only occur after conflict_car2,(Precedence conflict_car2 related_conflict_car2),(Precedence conflict_car2 related_conflict_car2),1,1,1
"You must reach conflict_car2 first, then related_conflict_car2",(Precedence conflict_car2 related_conflict_car2),(Precedence conflict_car2 related_conflict_car2),1,1,1
related_conflict_car2 only after conflict_car2,(Response conflict_car2 related_conflict_car2),(Precedence conflict_car2 related_conflict_car2),1,1,0
